Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
3153,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23545.50,23590.00,7/9/2025 9:42:00 AM,7/9/2025 10:04:00 AM,FileLong,Stop loss,$89.00,$24838.50,$0.00,$0.00,$0.00,$0.00,$0.00,$24.00,$112.50,$23.50,23,
3154,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23564.75,23590.00,7/9/2025 9:47:00 AM,7/9/2025 10:04:00 AM,FileLong,Stop loss,$50.50,$24889.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$74.00,$23.50,18,
3155,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23588.75,23538.75,7/9/2025 10:12:00 AM,7/9/2025 10:28:00 AM,FileLong,Stop loss,($100.00),$24789.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$16.00,$116.00,17,
3156,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23466.75,23455.75,7/9/2025 11:52:00 AM,7/9/2025 1:02:00 PM,FileLong,Stop loss,($22.00),$24767.00,$0.00,$0.00,$0.00,$0.00,$0.00,$77.50,$64.50,$86.50,71,
3157,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23494.75,23455.75,7/9/2025 12:56:00 PM,7/9/2025 1:02:00 PM,ScaleInLong,Stop loss,($78.00),$24689.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$3.00,$81.00,7,
3158,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23502.00,23533.00,7/9/2025 2:32:00 PM,7/9/2025 3:56:00 PM,FileLong,TimeExitLong,$62.00,$24751.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.50,$88.50,$26.50,85,
3159,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23523.00,23533.00,7/9/2025 3:01:00 PM,7/9/2025 3:56:00 PM,ScaleInLong,TimeExitLong,$20.00,$24771.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$46.50,$26.50,56,
3160,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23533.75,23525.75,7/14/2025 1:07:00 PM,7/14/2025 3:56:00 PM,FileLong,TimeExitLong,($16.00),$24755.00,$0.00,$0.00,$0.00,$0.00,$0.00,$54.50,$49.00,$65.00,170,
3161,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23657.50,23639.25,7/15/2025 9:37:00 AM,7/15/2025 9:48:00 AM,FileLong,Stop loss,($36.50),$24718.50,$0.00,$0.00,$0.00,$0.00,$0.00,$88.50,$37.00,$73.50,12,
3162,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23670.75,23639.25,7/15/2025 9:47:00 AM,7/15/2025 9:48:00 AM,FileLong,Stop loss,($63.00),$24655.50,$0.00,$0.00,$0.00,$0.00,$0.00,$63.00,$2.00,$65.00,2,
3163,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23660.25,23638.25,7/15/2025 11:32:00 AM,7/15/2025 11:57:00 AM,FileLong,Stop loss,($44.00),$24611.50,$0.00,$0.00,$0.00,$0.00,$0.00,$57.00,$22.50,$66.50,26,
3164,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23666.00,23638.25,7/15/2025 11:51:00 AM,7/15/2025 11:57:00 AM,ScaleInLong,Stop loss,($55.50),$24556.00,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$6.50,$62.00,7,
3165,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23625.25,23615.50,7/15/2025 1:37:00 PM,7/15/2025 2:56:00 PM,FileLong,Stop loss,($19.50),$24536.50,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$90.50,$110.00,80,
3166,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23655.50,23615.50,7/15/2025 2:02:00 PM,7/15/2025 2:56:00 PM,FileLong,Stop loss,($80.00),$24456.50,$0.00,$0.00,$0.00,$0.00,$0.00,$80.00,$30.00,$110.00,55,
3167,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23660.00,23610.00,7/17/2025 10:07:00 AM,7/17/2025 10:25:00 AM,FileLong,Stop loss,($100.00),$24356.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$10.00,$110.00,19,
3168,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23684.00,23741.50,7/17/2025 10:52:00 AM,7/17/2025 12:07:00 PM,FileLong,Stop loss,$115.00,$24471.50,$0.00,$0.00,$0.00,$0.00,$0.00,$24.50,$131.50,$16.50,76,
3169,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23694.50,23741.50,7/17/2025 11:02:00 AM,7/17/2025 12:07:00 PM,FileLong,Stop loss,$94.00,$24565.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$110.50,$16.50,66,
3170,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23724.25,23741.50,7/17/2025 11:07:00 AM,7/17/2025 12:07:00 PM,FileLong,Stop loss,$34.50,$24600.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.50,$51.00,$16.50,61,
3171,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23730.00,23741.50,7/17/2025 11:51:00 AM,7/17/2025 12:07:00 PM,ScaleInLong,Stop loss,$23.00,$24623.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$39.50,$16.50,17,
3172,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23763.50,23751.75,7/17/2025 12:27:00 PM,7/17/2025 3:56:00 PM,FileLong,TimeExitLong,($23.50),$24599.50,$0.00,$0.00,$0.00,$0.00,$0.00,$74.00,$16.00,$39.50,210,
3173,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23799.25,23898.25,7/21/2025 9:37:00 AM,7/21/2025 10:22:00 AM,FileLong,Stop loss,$198.00,$24797.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$232.50,$34.50,46,
3174,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23858.50,23898.25,7/21/2025 9:47:00 AM,7/21/2025 10:22:00 AM,FileLong,Stop loss,$79.50,$24877.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5.50,$114.00,$34.50,36,
3175,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23906.25,23856.25,7/21/2025 10:32:00 AM,7/21/2025 12:10:00 PM,FileLong,Stop loss,($100.00),$24777.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$17.50,$117.50,99,
3176,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23905.00,23855.00,7/21/2025 1:07:00 PM,7/21/2025 3:11:00 PM,FileLong,Stop loss,($100.00),$24677.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$18.00,$118.00,125,
3177,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23869.50,23819.50,7/24/2025 9:52:00 AM,7/24/2025 10:10:00 AM,FileLong,Stop loss,($100.00),$24577.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$13.50,$113.50,19,
3178,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23883.00,23833.00,7/24/2025 11:57:00 AM,7/24/2025 12:27:00 PM,FileLong,Stop loss,($100.00),$24477.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$2.50,$102.50,31,
3179,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23906.25,23883.25,7/24/2025 2:22:00 PM,7/24/2025 3:46:00 PM,FileLong,Stop loss,($46.00),$24431.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$14.50,$60.50,85,
3180,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23910.00,23883.25,7/24/2025 3:26:00 PM,7/24/2025 3:46:00 PM,ScaleInLong,Stop loss,($53.50),$24377.50,$0.00,$0.00,$0.00,$0.00,$0.00,$53.50,$7.00,$60.50,21,
3181,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23954.25,23913.25,7/25/2025 12:27:00 PM,7/25/2025 3:56:00 PM,FileLong,TimeExitLong,($82.00),$24295.50,$0.00,$0.00,$0.00,$0.00,$0.00,$85.00,$26.50,$108.50,210,
3182,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23988.25,23970.75,7/28/2025 9:37:00 AM,7/28/2025 9:49:00 AM,FileLong,Stop loss,($35.00),$24260.50,$0.00,$0.00,$0.00,$0.00,$0.00,$53.50,$42.50,$77.50,13,
3183,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24003.00,23970.75,7/28/2025 9:47:00 AM,7/28/2025 9:49:00 AM,FileLong,Stop loss,($64.50),$24196.00,$0.00,$0.00,$0.00,$0.00,$0.00,$64.50,$13.00,$77.50,3,
3184,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24126.50,24093.00,7/29/2025 9:37:00 AM,7/29/2025 9:49:00 AM,FileLong,Stop loss,($67.00),$24129.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.00,$32.50,$99.50,13,
3185,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24109.25,24093.00,7/29/2025 9:47:00 AM,7/29/2025 9:49:00 AM,FileLong,Stop loss,($32.50),$24096.50,$0.00,$0.00,$0.00,$0.00,$0.00,$32.50,$4.50,$37.00,3,
3186,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23987.25,23964.25,7/29/2025 12:57:00 PM,7/29/2025 2:24:00 PM,FileLong,Stop loss,($46.00),$24050.50,$0.00,$0.00,$0.00,$0.00,$0.00,$69.50,$55.00,$101.00,88,
3187,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23991.25,23964.25,7/29/2025 2:06:00 PM,7/29/2025 2:24:00 PM,ScaleInLong,Stop loss,($54.00),$23996.50,$0.00,$0.00,$0.00,$0.00,$0.00,$54.00,$3.00,$57.00,19,
3188,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24040.00,24042.75,7/30/2025 1:42:00 PM,7/30/2025 2:38:00 PM,FileLong,Stop loss,$5.50,$24002.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.50,$80.50,$75.00,57,
3189,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24062.25,24042.75,7/30/2025 2:36:00 PM,7/30/2025 2:38:00 PM,ScaleInLong,Stop loss,($39.00),$23963.00,$0.00,$0.00,$0.00,$0.00,$0.00,$44.50,$36.00,$75.00,3,
3190,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24076.00,24042.75,7/30/2025 2:37:00 PM,7/30/2025 2:38:00 PM,FileLong,Stop loss,($66.50),$23896.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$8.50,$75.00,2,
3191,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24169.75,24119.75,7/31/2025 9:57:00 AM,7/31/2025 10:27:00 AM,FileLong,Stop loss,($100.00),$23796.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$51.50,$151.50,31,
3192,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23638.75,23737.75,8/4/2025 9:37:00 AM,8/4/2025 10:02:00 AM,FileLong,Stop loss,$198.00,$23994.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$231.00,$33.00,26,
3193,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23703.75,23737.75,8/4/2025 9:47:00 AM,8/4/2025 10:02:00 AM,FileLong,Stop loss,$68.00,$24062.50,$0.00,$0.00,$0.00,$0.00,$0.00,$29.50,$101.00,$33.00,16,
3194,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23771.00,23780.75,8/4/2025 3:27:00 PM,8/4/2025 3:56:00 PM,FileLong,TimeExitLong,$19.50,$24082.00,$0.00,$0.00,$0.00,$0.00,$0.00,$56.00,$37.00,$17.50,30,
3195,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23780.75,23843.50,8/4/2025 3:56:00 PM,8/4/2025 8:48:00 PM,ScaleInLong,Stop loss,$125.50,$24207.50,$0.00,$0.00,$0.00,$0.00,$0.00,$11.50,$146.00,$20.50,233,
3196,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23833.00,23843.50,8/4/2025 4:36:00 PM,8/4/2025 8:48:00 PM,ScaleInLong,Stop loss,$21.00,$24228.50,$0.00,$0.00,$0.00,$0.00,$0.00,$57.00,$41.50,$20.50,193,
3197,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23816.00,23843.50,8/4/2025 6:51:00 PM,8/4/2025 8:48:00 PM,ScaleInLong,Stop loss,$55.00,$24283.50,$0.00,$0.00,$0.00,$0.00,$0.00,$23.00,$55.50,$0.50,118,
3198,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23829.50,23843.50,8/4/2025 7:16:00 PM,8/4/2025 8:48:00 PM,ScaleInLong,Stop loss,$28.00,$24311.50,$0.00,$0.00,$0.00,$0.00,$0.00,$50.00,$28.50,$0.50,93,
3199,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23819.50,23843.50,8/4/2025 8:36:00 PM,8/4/2025 8:48:00 PM,ScaleInLong,Stop loss,$48.00,$24359.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.50,$48.50,$0.50,13,
3200,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23859.75,23809.75,8/5/2025 9:52:00 AM,8/5/2025 10:01:00 AM,FileLong,Stop loss,($100.00),$24259.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$47.00,$147.00,10,
3201,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23769.50,23719.50,8/6/2025 10:07:00 AM,8/6/2025 10:15:00 AM,FileLong,Stop loss,($100.00),$24159.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$12.00,$112.00,9,
3202,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23777.75,23792.50,8/6/2025 11:02:00 AM,8/6/2025 11:41:00 AM,FileLong,Stop loss,$29.50,$24189.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.00,$117.00,$87.50,40,
3203,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23789.25,23792.50,8/6/2025 11:17:00 AM,8/6/2025 11:41:00 AM,FileLong,Stop loss,$6.50,$24195.50,$0.00,$0.00,$0.00,$0.00,$0.00,$5.00,$94.00,$87.50,25,
3204,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23827.00,23792.50,8/6/2025 11:36:00 AM,8/6/2025 11:41:00 AM,ScaleInLong,Stop loss,($69.00),$24126.50,$0.00,$0.00,$0.00,$0.00,$0.00,$69.00,$18.50,$87.50,6,
3205,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23826.25,23792.50,8/6/2025 11:37:00 AM,8/6/2025 11:41:00 AM,FileLong,Stop loss,($67.50),$24059.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.50,$20.00,$87.50,5,
3206,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23849.50,23925.25,8/6/2025 11:52:00 AM,8/6/2025 2:37:00 PM,FileLong,Profit target,$151.50,$24210.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.00,$151.50,$0.00,166,
3207,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23877.25,23925.25,8/6/2025 1:41:00 PM,8/6/2025 2:37:00 PM,ScaleInLong,Profit target,$96.00,$24306.50,$0.00,$0.00,$0.00,$0.00,$0.00,$46.50,$96.00,$0.00,57,
3208,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23894.25,23925.25,8/6/2025 2:11:00 PM,8/6/2025 2:37:00 PM,ScaleInLong,Profit target,$62.00,$24368.50,$0.00,$0.00,$0.00,$0.00,$0.00,$17.00,$62.00,$0.00,27,
3209,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23887.25,23925.25,8/6/2025 2:12:00 PM,8/6/2025 2:37:00 PM,FileLong,Profit target,$76.00,$24444.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$76.00,$0.00,26,
3210,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23918.00,23925.25,8/6/2025 2:36:00 PM,8/6/2025 2:37:00 PM,ScaleInLong,Profit target,$14.50,$24459.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$14.50,$0.00,2,
3211,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24109.00,24090.00,8/7/2025 9:37:00 AM,8/7/2025 10:11:00 AM,FileLong,Stop loss,($38.00),$24421.00,$0.00,$0.00,$0.00,$0.00,$0.00,$98.00,$105.50,$143.50,35,
3212,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24071.00,24090.00,8/7/2025 9:47:00 AM,8/7/2025 10:11:00 AM,FileLong,Stop loss,$38.00,$24459.00,$0.00,$0.00,$0.00,$0.00,$0.00,$22.00,$181.50,$143.50,25,
3213,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23829.75,23919.50,8/7/2025 2:22:00 PM,8/7/2025 3:39:00 PM,FileLong,Stop loss,$179.50,$24638.50,$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$207.50,$28.00,78,
3214,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23897.00,23919.50,8/7/2025 3:01:00 PM,8/7/2025 3:39:00 PM,ScaleInLong,Stop loss,$45.00,$24683.50,$0.00,$0.00,$0.00,$0.00,$0.00,$54.00,$73.00,$28.00,39,
3215,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24163.50,24160.25,8/8/2025 10:12:00 AM,8/8/2025 10:52:00 AM,FileLong,Stop loss,($6.50),$24677.00,$0.00,$0.00,$0.00,$0.00,$0.00,$93.50,$59.50,$66.00,41,
3216,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24166.25,24160.25,8/8/2025 10:31:00 AM,8/8/2025 10:52:00 AM,ScaleInLong,Stop loss,($12.00),$24665.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.00,$54.00,$66.00,22,
3217,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24174.25,24160.25,8/8/2025 10:32:00 AM,8/8/2025 10:52:00 AM,FileLong,Stop loss,($28.00),$24637.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.00,$38.00,$66.00,21,
3218,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24187.25,24160.25,8/8/2025 10:37:00 AM,8/8/2025 10:52:00 AM,FileLong,Stop loss,($54.00),$24583.00,$0.00,$0.00,$0.00,$0.00,$0.00,$54.00,$6.50,$60.50,16,
3219,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24188.25,24190.00,8/8/2025 12:22:00 PM,8/8/2025 3:31:00 PM,FileLong,Stop loss,$3.50,$24586.50,$0.00,$0.00,$0.00,$0.00,$0.00,$85.50,$53.50,$50.00,190,
3220,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24205.50,24190.00,8/8/2025 2:02:00 PM,8/8/2025 3:31:00 PM,FileLong,Stop loss,($31.00),$24555.50,$0.00,$0.00,$0.00,$0.00,$0.00,$51.00,$19.00,$50.00,90,
3221,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24208.00,24190.00,8/8/2025 2:56:00 PM,8/8/2025 3:31:00 PM,ScaleInLong,Stop loss,($36.00),$24519.50,$0.00,$0.00,$0.00,$0.00,$0.00,$36.00,$7.50,$43.50,36,
3222,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24208.25,24190.00,8/8/2025 3:21:00 PM,8/8/2025 3:31:00 PM,ScaleInLong,Stop loss,($36.50),$24483.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.50,$7.00,$43.50,11,
3223,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24275.25,24225.25,8/12/2025 9:37:00 AM,8/12/2025 9:45:00 AM,FileLong,Stop loss,($100.00),$24383.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$47.50,$147.50,9,
3224,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24235.50,24185.50,8/12/2025 9:47:00 AM,8/12/2025 9:50:00 AM,FileLong,Stop loss,($100.00),$24283.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$36.50,$136.50,4,
3225,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24321.00,24389.00,8/12/2025 11:12:00 AM,8/12/2025 1:01:00 PM,FileLong,Stop loss,$136.00,$24419.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.50,$162.00,$26.00,110,
3226,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24324.75,24389.00,8/12/2025 11:17:00 AM,8/12/2025 1:01:00 PM,FileLong,Stop loss,$128.50,$24547.50,$0.00,$0.00,$0.00,$0.00,$0.00,$26.00,$154.50,$26.00,105,
3227,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24367.00,24389.00,8/12/2025 12:26:00 PM,8/12/2025 1:01:00 PM,ScaleInLong,Stop loss,$44.00,$24591.50,$0.00,$0.00,$0.00,$0.00,$0.00,$6.00,$70.00,$26.00,36,
3228,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24548.00,24510.25,8/13/2025 9:37:00 AM,8/13/2025 9:56:00 AM,FileLong,Stop loss,($75.50),$24516.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.50,$23.00,$98.50,20,
3229,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24522.50,24510.25,8/13/2025 9:47:00 AM,8/13/2025 9:56:00 AM,FileLong,Stop loss,($24.50),$24491.50,$0.00,$0.00,$0.00,$0.00,$0.00,$24.50,$58.00,$82.50,10,
3230,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23819.50,23769.50,8/22/2025 9:52:00 AM,8/22/2025 9:58:00 AM,FileLong,Stop loss,($100.00),$24391.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$14.50,$114.50,7,
3231,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24011.25,24062.25,8/22/2025 10:07:00 AM,8/22/2025 10:20:00 AM,FileLong,Stop loss,$102.00,$24493.50,$0.00,$0.00,$0.00,$0.00,$0.00,$71.00,$225.50,$123.50,14,
3232,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24113.00,24062.25,8/22/2025 10:17:00 AM,8/22/2025 10:20:00 AM,FileLong,Stop loss,($101.50),$24392.00,$0.00,$0.00,$0.00,$0.00,$0.00,$101.50,$22.00,$123.50,4,
3233,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24184.00,24134.00,8/28/2025 9:37:00 AM,8/28/2025 9:51:00 AM,FileLong,Stop loss,($100.00),$24292.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$86.50,$186.50,15,
3234,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24209.50,24159.50,8/28/2025 11:22:00 AM,8/28/2025 11:30:00 AM,FileLong,Stop loss,($100.00),$24192.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$12.50,$112.50,9,
3235,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24227.00,24279.75,8/28/2025 12:27:00 PM,8/28/2025 3:04:00 PM,FileLong,Stop loss,$105.50,$24297.50,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$123.00,$17.50,158,
3236,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24240.75,24279.75,8/28/2025 12:51:00 PM,8/28/2025 3:04:00 PM,ScaleInLong,Stop loss,$78.00,$24375.50,$0.00,$0.00,$0.00,$0.00,$0.00,$56.00,$95.50,$17.50,134,
3237,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24237.50,24279.75,8/28/2025 1:27:00 PM,8/28/2025 3:04:00 PM,FileLong,Stop loss,$84.50,$24460.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.50,$102.00,$17.50,98,
3238,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,24271.50,24279.75,8/28/2025 2:36:00 PM,8/28/2025 3:04:00 PM,ScaleInLong,Stop loss,$16.50,$24476.50,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00,$34.00,$17.50,29,
3239,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23885.75,23866.50,9/3/2025 9:37:00 AM,9/3/2025 9:59:00 AM,FileLong,Stop loss,($38.50),$24438.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.00,$71.00,$109.50,23,
3240,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23897.00,23866.50,9/3/2025 9:56:00 AM,9/3/2025 9:59:00 AM,ScaleInLong,Stop loss,($61.00),$24377.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.00,$12.00,$73.00,4,
3241,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23952.00,23997.00,9/3/2025 10:27:00 AM,9/3/2025 10:45:00 AM,FileLong,Stop loss,$90.00,$24467.00,$0.00,$0.00,$0.00,$0.00,$0.00,$62.50,$108.00,$18.00,19,
3242,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23943.50,23997.00,9/3/2025 10:32:00 AM,9/3/2025 10:45:00 AM,FileLong,Stop loss,$107.00,$24574.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.00,$125.00,$18.00,14,
3243,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23968.00,23997.00,9/3/2025 10:37:00 AM,9/3/2025 10:45:00 AM,FileLong,Stop loss,$58.00,$24632.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$76.00,$18.00,9,
3244,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23980.75,23997.00,9/3/2025 10:42:00 AM,9/3/2025 10:45:00 AM,FileLong,Stop loss,$32.50,$24664.50,$0.00,$0.00,$0.00,$0.00,$0.00,$8.00,$50.50,$18.00,4,
3245,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23995.25,23945.25,9/3/2025 10:47:00 AM,9/3/2025 11:26:00 AM,FileLong,Stop loss,($100.00),$24564.50,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00,$42.50,$142.50,40,
3246,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23866.75,23917.75,9/3/2025 3:37:00 PM,9/3/2025 3:56:00 PM,FileLong,TimeExitLong,$102.00,$24666.50,$0.00,$0.00,$0.00,$0.00,$0.00,$12.00,$116.00,$14.00,20,
3247,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,1,23917.75,23922.50,9/3/2025 3:56:00 PM,9/3/2025 8:01:00 PM,ScaleInLong,Stop loss,$9.50,$24676.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.50,$105.50,$96.00,186,
