Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
343,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19024.75,19080.75,11/10/2021 9:56:00 AM,11/10/2021 10:15:00 AM,ScaleInLong,Profit target,$336.00,$36774.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.50,$336.00,$0.00,20,
344,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18936.75,18941.50,11/11/2021 9:46:00 AM,11/11/2021 9:47:00 AM,FileShort,RevExitShort,($28.50),$36745.50,$0.00,$0.00,$0.00,$0.00,$0.00,$31.50,$18.00,$46.50,2,
345,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18933.75,18906.00,11/11/2021 9:48:00 AM,11/11/2021 12:17:00 PM,FileLong,Stop loss,($166.50),$36579.00,$0.00,$0.00,$0.00,$0.00,$0.00,$166.50,$271.50,$438.00,150,
346,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18928.25,18906.00,11/11/2021 10:19:00 AM,11/11/2021 12:17:00 PM,FileLong,Stop loss,($133.50),$36445.50,$0.00,$0.00,$0.00,$0.00,$0.00,$133.50,$244.50,$378.00,119,
347,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18905.50,18916.25,11/11/2021 12:20:00 PM,11/11/2021 12:22:00 PM,FileShort,RevExitShort,($64.50),$36381.00,$0.00,$0.00,$0.00,$0.00,$0.00,$66.00,$21.00,$85.50,3,
348,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18910.50,18912.75,11/11/2021 12:23:00 PM,11/11/2021 2:55:00 PM,FileLong,Stop loss,$13.50,$36394.50,$0.00,$0.00,$0.00,$0.00,$0.00,$78.00,$241.50,$228.00,153,
349,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18933.50,18912.75,11/11/2021 12:41:00 PM,11/11/2021 2:55:00 PM,ScaleInLong,Stop loss,($124.50),$36270.00,$0.00,$0.00,$0.00,$0.00,$0.00,$216.00,$103.50,$228.00,135,
350,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18944.25,18912.75,11/11/2021 2:41:00 PM,11/11/2021 2:55:00 PM,ScaleInLong,Stop loss,($189.00),$36081.00,$0.00,$0.00,$0.00,$0.00,$0.00,$189.00,$39.00,$228.00,15,
351,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18892.25,19023.25,11/12/2021 9:42:00 AM,11/12/2021 11:16:00 AM,FileLong,Profit target,$786.00,$36867.00,$0.00,$0.00,$0.00,$0.00,$0.00,$111.00,$786.00,$0.00,95,
352,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18959.00,19023.25,11/12/2021 10:51:00 AM,11/12/2021 11:16:00 AM,ScaleInLong,Profit target,$385.50,$37252.50,$0.00,$0.00,$0.00,$0.00,$0.00,$27.00,$385.50,$0.00,26,
353,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19018.25,19023.25,11/12/2021 11:11:00 AM,11/12/2021 11:16:00 AM,ScaleInLong,Profit target,$30.00,$37282.50,$0.00,$0.00,$0.00,$0.00,$0.00,$105.00,$30.00,$0.00,6,
354,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19288.00,19238.00,11/18/2021 9:49:00 AM,11/18/2021 10:11:00 AM,FileLong,Stop loss,($300.00),$36982.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$34.50,$334.50,23,
355,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19305.50,19355.50,11/18/2021 12:52:00 PM,11/18/2021 3:36:00 PM,FileShort,Stop loss,($300.00),$36682.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$160.50,$460.50,165,
356,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19541.75,19546.25,11/22/2021 9:33:00 AM,11/22/2021 11:04:00 AM,FileLong,Stop loss,$27.00,$36709.50,$0.00,$0.00,$0.00,$0.00,$0.00,$33.00,$586.50,$559.50,92,
357,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19600.75,19546.25,11/22/2021 9:51:00 AM,11/22/2021 11:04:00 AM,ScaleInLong,Stop loss,($327.00),$36382.50,$0.00,$0.00,$0.00,$0.00,$0.00,$327.00,$232.50,$559.50,74,
358,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19548.50,19433.75,11/22/2021 11:05:00 AM,11/22/2021 11:51:00 AM,FileShort,Profit target,$688.50,$37071.00,$0.00,$0.00,$0.00,$0.00,$0.00,$36.00,$697.50,$9.00,47,
359,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19514.25,19433.75,11/22/2021 11:21:00 AM,11/22/2021 11:51:00 AM,ScaleInShort,Profit target,$483.00,$37554.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.50,$492.00,$9.00,31,
360,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19438.50,19433.75,11/22/2021 11:51:00 AM,11/22/2021 11:51:00 AM,ScaleInShort,Profit target,$28.50,$37582.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.50,$0.00,1,
361,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19045.75,19060.75,11/23/2021 11:06:00 AM,11/23/2021 11:07:00 AM,FileShort,RevExitShort,($90.00),$37492.50,$0.00,$0.00,$0.00,$0.00,$0.00,$91.50,$18.00,$108.00,2,
362,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19045.75,19050.25,11/23/2021 11:08:00 AM,11/23/2021 12:04:00 PM,FileLong,Stop loss,$27.00,$37519.50,$0.00,$0.00,$0.00,$0.00,$0.00,$57.00,$577.50,$550.50,57,
363,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19104.50,19050.25,11/23/2021 11:26:00 AM,11/23/2021 12:04:00 PM,ScaleInLong,Stop loss,($325.50),$37194.00,$0.00,$0.00,$0.00,$0.00,$0.00,$325.50,$225.00,$550.50,39,
364,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18989.50,19136.00,11/24/2021 9:49:00 AM,11/24/2021 10:37:00 AM,FileLong,Profit target,$879.00,$38073.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.00,$879.00,$0.00,49,
365,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19097.00,19136.00,11/24/2021 10:06:00 AM,11/24/2021 10:37:00 AM,ScaleInLong,Profit target,$234.00,$38307.00,$0.00,$0.00,$0.00,$0.00,$0.00,$408.00,$234.00,$0.00,32,
366,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19121.50,19136.00,11/24/2021 10:31:00 AM,11/24/2021 10:37:00 AM,ScaleInLong,Profit target,$87.00,$38394.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$87.00,$0.00,7,
367,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19075.75,18985.00,11/26/2021 9:53:00 AM,11/26/2021 11:07:00 AM,FileShort,Stop loss,$544.50,$38938.50,$0.00,$0.00,$0.00,$0.00,$0.00,$264.00,$729.00,$184.50,75,
368,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19006.00,18985.00,11/26/2021 10:46:00 AM,11/26/2021 11:07:00 AM,ScaleInShort,Stop loss,$126.00,$39064.50,$0.00,$0.00,$0.00,$0.00,$0.00,$94.50,$310.50,$184.50,22,
369,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18965.25,18985.00,11/26/2021 11:06:00 AM,11/26/2021 11:07:00 AM,ScaleInShort,Stop loss,($118.50),$38946.00,$0.00,$0.00,$0.00,$0.00,$0.00,$130.50,$16.50,$135.00,2,
370,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18903.25,18924.25,11/26/2021 11:24:00 AM,11/26/2021 11:27:00 AM,FileLong,RevExitLong,$126.00,$39072.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.00,$181.50,$55.50,4,
371,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18932.75,18945.25,11/26/2021 11:28:00 AM,11/26/2021 11:31:00 AM,FileShort,RevExitShort,($75.00),$38997.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.00,$25.50,$100.50,4,
372,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18950.25,18954.50,11/26/2021 11:32:00 AM,11/26/2021 12:48:00 PM,FileLong,Stop loss,$25.50,$39022.50,$0.00,$0.00,$0.00,$0.00,$0.00,$148.50,$352.50,$327.00,77,
373,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18966.75,18954.50,11/26/2021 12:11:00 PM,11/26/2021 12:48:00 PM,ScaleInLong,Stop loss,($73.50),$38949.00,$0.00,$0.00,$0.00,$0.00,$0.00,$180.00,$253.50,$327.00,38,
374,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18996.75,18954.50,11/26/2021 12:36:00 PM,11/26/2021 12:48:00 PM,ScaleInLong,Stop loss,($253.50),$38695.50,$0.00,$0.00,$0.00,$0.00,$0.00,$253.50,$73.50,$327.00,13,
375,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19139.75,19089.75,11/29/2021 9:32:00 AM,11/29/2021 9:34:00 AM,FileLong,Stop loss,($300.00),$38395.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$79.50,$379.50,3,
376,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18450.25,18650.25,12/6/2021 9:41:00 AM,12/6/2021 10:19:00 AM,FileLong,Profit target,$1200.00,$39595.50,$0.00,$0.00,$0.00,$0.00,$0.00,$85.50,$1200.00,$0.00,39,
377,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19024.50,19156.25,12/7/2021 9:35:00 AM,12/7/2021 10:42:00 AM,FileLong,Profit target,$790.50,$40386.00,$0.00,$0.00,$0.00,$0.00,$0.00,$184.50,$790.50,$0.00,68,
378,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19087.75,19156.25,12/7/2021 9:56:00 AM,12/7/2021 10:42:00 AM,ScaleInLong,Profit target,$411.00,$40797.00,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$411.00,$0.00,47,
379,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19144.75,19182.50,12/8/2021 9:34:00 AM,12/8/2021 9:55:00 AM,FileLong,Stop loss,$226.50,$41023.50,$0.00,$0.00,$0.00,$0.00,$0.00,$127.50,$505.50,$279.00,22,
380,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19126.75,19182.50,12/8/2021 9:41:00 AM,12/8/2021 9:55:00 AM,FileLong,Stop loss,$334.50,$41358.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9.00,$613.50,$279.00,15,
381,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19172.75,19175.50,12/9/2021 10:28:00 AM,12/9/2021 11:12:00 AM,FileShort,RevExitShort,($16.50),$41341.50,$0.00,$0.00,$0.00,$0.00,$0.00,$63.00,$300.00,$316.50,45,
382,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19169.50,19147.75,12/9/2021 11:13:00 AM,12/9/2021 1:10:00 PM,FileLong,Stop loss,($130.50),$41211.00,$0.00,$0.00,$0.00,$0.00,$0.00,$219.00,$267.00,$397.50,118,
383,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19175.75,19147.75,12/9/2021 12:51:00 PM,12/9/2021 1:10:00 PM,ScaleInLong,Stop loss,($168.00),$41043.00,$0.00,$0.00,$0.00,$0.00,$0.00,$168.00,$22.50,$190.50,20,
384,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19063.00,19013.00,12/10/2021 10:53:00 AM,12/10/2021 11:08:00 AM,FileLong,Stop loss,($300.00),$40743.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$136.50,$436.50,16,
385,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19140.75,19121.50,12/13/2021 9:57:00 AM,12/13/2021 10:24:00 AM,FileLong,RevExitLong,($115.50),$40627.50,$0.00,$0.00,$0.00,$0.00,$0.00,$186.00,$244.50,$360.00,28,
386,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19105.50,19042.50,12/13/2021 10:25:00 AM,12/13/2021 11:34:00 AM,FileShort,Stop loss,$378.00,$41005.50,$0.00,$0.00,$0.00,$0.00,$0.00,$13.50,$553.50,$175.50,70,
387,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19056.25,19042.50,12/13/2021 10:41:00 AM,12/13/2021 11:34:00 AM,ScaleInShort,Stop loss,$82.50,$41088.00,$0.00,$0.00,$0.00,$0.00,$0.00,$285.00,$258.00,$175.50,54,
388,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19053.25,19042.50,12/13/2021 11:06:00 AM,12/13/2021 11:34:00 AM,ScaleInShort,Stop loss,$64.50,$41152.50,$0.00,$0.00,$0.00,$0.00,$0.00,$175.50,$240.00,$175.50,29,
389,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18668.25,18618.25,12/14/2021 11:07:00 AM,12/14/2021 12:16:00 PM,FileLong,Stop loss,($300.00),$40852.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$123.00,$423.00,70,
390,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18698.25,18715.50,12/15/2021 9:54:00 AM,12/15/2021 9:55:00 AM,FileShort,RevExitShort,($103.50),$40749.00,$0.00,$0.00,$0.00,$0.00,$0.00,$130.50,$36.00,$139.50,2,
391,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18702.75,18690.75,12/15/2021 9:56:00 AM,12/15/2021 11:23:00 AM,FileLong,RevExitLong,($72.00),$40677.00,$0.00,$0.00,$0.00,$0.00,$0.00,$186.00,$451.50,$523.50,88,
392,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18692.25,18667.75,12/15/2021 11:24:00 AM,12/15/2021 12:35:00 PM,FileShort,Stop loss,$147.00,$40824.00,$0.00,$0.00,$0.00,$0.00,$0.00,$51.00,$504.00,$357.00,72,
393,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18647.50,18667.75,12/15/2021 11:41:00 AM,12/15/2021 12:35:00 PM,ScaleInShort,Stop loss,($121.50),$40702.50,$0.00,$0.00,$0.00,$0.00,$0.00,$121.50,$235.50,$357.00,55,
394,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18613.75,18667.75,12/15/2021 12:21:00 PM,12/15/2021 12:35:00 PM,ScaleInShort,Stop loss,($324.00),$40378.50,$0.00,$0.00,$0.00,$0.00,$0.00,$324.00,$33.00,$357.00,15,
395,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18688.75,18638.75,12/15/2021 1:39:00 PM,12/15/2021 2:01:00 PM,FileLong,Stop loss,($300.00),$40078.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$168.00,$468.00,23,
396,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18568.00,18547.75,12/21/2021 9:49:00 AM,12/21/2021 11:02:00 AM,FileShort,Stop loss,$121.50,$40200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$69.00,$568.50,$447.00,74,
397,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18477.50,18547.75,12/21/2021 10:36:00 AM,12/21/2021 11:02:00 AM,ScaleInShort,Stop loss,($421.50),$39778.50,$0.00,$0.00,$0.00,$0.00,$0.00,$421.50,$25.50,$447.00,27,
398,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18567.25,18695.75,12/21/2021 11:07:00 AM,12/21/2021 12:29:00 PM,FileLong,Profit target,$771.00,$40549.50,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$771.00,$0.00,83,
399,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18638.75,18695.75,12/21/2021 11:41:00 AM,12/21/2021 12:29:00 PM,ScaleInLong,Profit target,$342.00,$40891.50,$0.00,$0.00,$0.00,$0.00,$0.00,$33.00,$342.00,$0.00,49,
400,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18681.00,18695.75,12/21/2021 12:16:00 PM,12/21/2021 12:29:00 PM,ScaleInLong,Profit target,$88.50,$40980.00,$0.00,$0.00,$0.00,$0.00,$0.00,$61.50,$88.50,$0.00,14,
401,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19077.25,19171.50,12/23/2021 9:34:00 AM,12/23/2021 11:03:00 AM,FileLong,Profit target,$565.50,$41545.50,$0.00,$0.00,$0.00,$0.00,$0.00,$136.50,$565.50,$0.00,90,
402,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19100.75,19171.50,12/23/2021 10:06:00 AM,12/23/2021 11:03:00 AM,ScaleInLong,Profit target,$424.50,$41970.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.00,$424.50,$0.00,58,
403,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19136.50,19171.50,12/23/2021 10:26:00 AM,12/23/2021 11:03:00 AM,ScaleInLong,Profit target,$210.00,$42180.00,$0.00,$0.00,$0.00,$0.00,$0.00,$139.50,$210.00,$0.00,38,
404,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19247.25,19393.50,12/27/2021 9:32:00 AM,12/27/2021 10:38:00 AM,FileLong,Profit target,$877.50,$43057.50,$0.00,$0.00,$0.00,$0.00,$0.00,$27.00,$877.50,$0.00,67,
405,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19342.00,19393.50,12/27/2021 10:11:00 AM,12/27/2021 10:38:00 AM,ScaleInLong,Profit target,$309.00,$43366.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$309.00,$0.00,28,
406,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19391.25,19393.50,12/27/2021 10:36:00 AM,12/27/2021 10:38:00 AM,ScaleInLong,Profit target,$13.50,$43380.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00,$13.50,$0.00,3,
407,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19273.75,19294.50,1/3/2022 9:32:00 AM,1/3/2022 9:47:00 AM,FileLong,RevExitLong,$124.50,$43504.50,$0.00,$0.00,$0.00,$0.00,$0.00,$48.00,$474.00,$349.50,16,
408,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,19280.75,19186.25,1/3/2022 9:48:00 AM,1/3/2022 9:53:00 AM,FileShort,RevExitShort,$567.00,$44071.50,$0.00,$0.00,$0.00,$0.00,$0.00,$1.50,$691.50,$124.50,6,
409,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19171.50,19312.00,1/3/2022 9:54:00 AM,1/3/2022 1:42:00 PM,FileLong,Profit target,$843.00,$44914.50,$0.00,$0.00,$0.00,$0.00,$0.00,$72.00,$843.00,$0.00,229,
410,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19298.50,19312.00,1/3/2022 10:56:00 AM,1/3/2022 1:42:00 PM,ScaleInLong,Profit target,$81.00,$44995.50,$0.00,$0.00,$0.00,$0.00,$0.00,$343.50,$81.00,$0.00,167,
411,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,19265.75,19312.00,1/3/2022 12:16:00 PM,1/3/2022 1:42:00 PM,ScaleInLong,Profit target,$277.50,$45273.00,$0.00,$0.00,$0.00,$0.00,$0.00,$30.00,$277.50,$0.00,87,
412,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18934.75,18946.00,1/5/2022 12:55:00 PM,1/5/2022 1:22:00 PM,FileShort,Stop loss,($67.50),$45205.50,$0.00,$0.00,$0.00,$0.00,$0.00,$67.50,$243.00,$310.50,28,
413,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18907.00,18946.00,1/5/2022 1:11:00 PM,1/5/2022 1:22:00 PM,ScaleInShort,Stop loss,($234.00),$44971.50,$0.00,$0.00,$0.00,$0.00,$0.00,$234.00,$76.50,$310.50,12,
414,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18798.25,18748.25,1/5/2022 2:41:00 PM,1/5/2022 2:48:00 PM,FileLong,Stop loss,($300.00),$44671.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$3.00,$303.00,8,
415,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18547.75,18401.50,1/7/2022 10:24:00 AM,1/7/2022 10:52:00 AM,FileShort,Profit target,$877.50,$45549.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.50,$877.50,$0.00,29,
416,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18455.25,18401.50,1/7/2022 10:46:00 AM,1/7/2022 10:52:00 AM,ScaleInShort,Profit target,$322.50,$45871.50,$0.00,$0.00,$0.00,$0.00,$0.00,$15.00,$322.50,$0.00,7,
417,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18744.25,18735.00,1/13/2022 10:15:00 AM,1/13/2022 10:16:00 AM,FileShort,RevExitShort,$55.50,$45927.00,$0.00,$0.00,$0.00,$0.00,$0.00,$33.00,$61.50,$6.00,2,
418,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18740.00,18690.00,1/13/2022 10:17:00 AM,1/13/2022 10:33:00 AM,FileLong,Stop loss,($300.00),$45627.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$30.00,$330.00,17,
419,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18133.75,18183.75,1/18/2022 11:36:00 AM,1/18/2022 11:38:00 AM,FileShort,Stop loss,($300.00),$45327.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$16.50,$316.50,3,
420,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18186.75,18136.75,1/18/2022 11:39:00 AM,1/18/2022 12:32:00 PM,FileLong,Stop loss,($300.00),$45027.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$270.00,$570.00,54,
421,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18150.00,18193.75,1/19/2022 9:32:00 AM,1/19/2022 9:39:00 AM,FileLong,RevExitLong,$262.50,$45289.50,$0.00,$0.00,$0.00,$0.00,$0.00,$183.00,$330.00,$67.50,8,
422,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18198.25,18168.50,1/19/2022 9:40:00 AM,1/19/2022 9:46:00 AM,FileShort,RevExitShort,$178.50,$45468.00,$0.00,$0.00,$0.00,$0.00,$0.00,$58.50,$358.50,$180.00,7,
423,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18184.75,18212.75,1/19/2022 9:47:00 AM,1/19/2022 9:48:00 AM,FileLong,RevExitLong,$168.00,$45636.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.50,$220.50,$52.50,2,
424,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18203.00,18076.50,1/19/2022 9:49:00 AM,1/19/2022 10:40:00 AM,FileShort,Profit target,$759.00,$46395.00,$0.00,$0.00,$0.00,$0.00,$0.00,$223.50,$759.00,$0.00,52,
425,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18150.00,18076.50,1/19/2022 10:31:00 AM,1/19/2022 10:40:00 AM,ScaleInShort,Profit target,$441.00,$46836.00,$0.00,$0.00,$0.00,$0.00,$0.00,$67.50,$441.00,$0.00,10,
426,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18080.50,18126.25,1/20/2022 9:33:00 AM,1/20/2022 9:46:00 AM,FileLong,RevExitLong,$274.50,$47110.50,$0.00,$0.00,$0.00,$0.00,$0.00,$225.00,$274.50,$0.00,14,
427,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,18111.00,18161.00,1/20/2022 9:47:00 AM,1/20/2022 10:03:00 AM,FileShort,Stop loss,($300.00),$46810.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$117.00,$417.00,17,
428,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17213.00,17297.25,1/26/2022 10:48:00 AM,1/26/2022 11:52:00 AM,FileLong,Stop loss,$505.50,$47316.00,$0.00,$0.00,$0.00,$0.00,$0.00,$115.50,$774.00,$268.50,65,
429,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17291.50,17297.25,1/26/2022 11:21:00 AM,1/26/2022 11:52:00 AM,ScaleInLong,Stop loss,$34.50,$47350.50,$0.00,$0.00,$0.00,$0.00,$0.00,$55.50,$303.00,$268.50,32,
430,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Short,3,16979.75,17029.75,1/27/2022 12:52:00 PM,1/27/2022 12:57:00 PM,FileShort,Stop loss,($300.00),$47050.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$100.50,$400.50,6,
431,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,16804.75,16754.75,1/28/2022 9:39:00 AM,1/28/2022 9:46:00 AM,FileLong,Stop loss,($300.00),$46750.50,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00,$129.00,$429.00,8,
432,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17420.00,17569.00,1/31/2022 9:41:00 AM,1/31/2022 10:10:00 AM,FileLong,Profit target,$894.00,$47644.50,$0.00,$0.00,$0.00,$0.00,$0.00,$241.50,$894.00,$0.00,30,
433,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17517.75,17569.00,1/31/2022 10:06:00 AM,1/31/2022 10:10:00 AM,ScaleInLong,Profit target,$307.50,$47952.00,$0.00,$0.00,$0.00,$0.00,$0.00,$60.00,$307.50,$0.00,5,
434,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17644.00,17784.50,2/1/2022 10:09:00 AM,2/1/2022 11:15:00 AM,FileLong,Profit target,$843.00,$48795.00,$0.00,$0.00,$0.00,$0.00,$0.00,$177.00,$843.00,$0.00,67,
435,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17725.00,17784.50,2/1/2022 11:01:00 AM,2/1/2022 11:15:00 AM,ScaleInLong,Profit target,$357.00,$49152.00,$0.00,$0.00,$0.00,$0.00,$0.00,$88.50,$357.00,$0.00,15,
436,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17916.75,17945.00,2/2/2022 9:52:00 AM,2/2/2022 10:18:00 AM,FileLong,Stop loss,$169.50,$49321.50,$0.00,$0.00,$0.00,$0.00,$0.00,$43.50,$720.00,$550.50,27,
437,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,18023.00,17945.00,2/2/2022 10:11:00 AM,2/2/2022 10:18:00 AM,ScaleInLong,Stop loss,($468.00),$48853.50,$0.00,$0.00,$0.00,$0.00,$0.00,$468.00,$42.00,$510.00,8,
438,MNQ 03-26,Backtest,Algo Exchange Signals V1.1,Long,3,17851.00,17902.25,2/2/2022 11:19:00 AM,2/2/2022 12:20:00 PM,FileLong,Stop loss,$307.50,$49161.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.50,$549.00,$241.50,62,
